source,target,occupation_id,skill_id,skill_name,weight,importance,level,importance_norm,level_norm,is_required,skill_source
occupation:15-2031.00,skill:2.B.3.e,15-2031.00,2.B.3.e,Programming,0.205857,2.62,2.75,0.524,0.392857,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.g,15-2031.00,2.B.3.g,Operations Monitoring,0.067143,1.88,1.25,0.376,0.178571,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.h,15-2031.00,2.B.3.h,Operation and Control,0.00384,1.12,0.12,0.224,0.017143,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.j,15-2031.00,2.B.3.j,Equipment Maintenance,0.0,1.0,0.0,0.2,0.0,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.k,15-2031.00,2.B.3.k,Troubleshooting,0.008929,1.25,0.25,0.25,0.035714,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.l,15-2031.00,2.B.3.l,Repairing,0.0,1.0,0.0,0.2,0.0,0,15-2031.00
occupation:15-2031.00,skill:2.B.3.m,15-2031.00,2.B.3.m,Quality Control Analysis,0.074126,1.88,1.38,0.376,0.197143,0,15-2031.00
occupation:15-2031.00,skill:2.B.4.e,15-2031.00,2.B.4.e,Judgment and Decision Making,0.485554,3.88,4.38,0.776,0.625714,1,15-2031.00
occupation:15-2031.00,skill:2.B.4.g,15-2031.00,2.B.4.g,Systems Analysis,0.430126,3.88,3.88,0.776,0.554286,1,15-2031.00
occupation:15-2031.00,skill:2.B.4.h,15-2031.00,2.B.4.h,Systems Evaluation,0.471143,3.88,4.25,0.776,0.607143,1,15-2031.00
occupation:15-2031.00,skill:2.B.5.a,15-2031.00,2.B.5.a,Time Management,0.267429,3.12,3.0,0.624,0.428571,0,15-2031.00
occupation:15-2031.00,skill:2.B.5.b,15-2031.00,2.B.5.b,Management of Financial Resources,0.074126,1.88,1.38,0.376,0.197143,0,15-2031.00
occupation:15-2031.00,skill:2.B.5.c,15-2031.00,2.B.5.c,Management of Material Resources,0.067143,1.88,1.25,0.376,0.178571,0,15-2031.00
occupation:15-2031.00,skill:2.B.5.d,15-2031.00,2.B.5.d,Management of Personnel Resources,0.196126,2.62,2.62,0.524,0.374286,0,15-2031.00
occupation:15-2051.00,skill:2.A.1.a,15-2051.00,2.A.1.a,Reading Comprehension,0.478429,3.94,4.25,0.788,0.607143,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.1.b,15-2051.00,2.A.1.b,Active Listening,0.436777,3.88,3.94,0.776,0.562857,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.1.c,15-2051.00,2.A.1.c,Writing,0.428571,3.75,4.0,0.75,0.571429,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.1.d,15-2051.00,2.A.1.d,Speaking,0.443429,3.88,4.0,0.776,0.571429,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.1.e,15-2051.00,2.A.1.e,Mathematics,0.388,3.5,3.88,0.7,0.554286,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.1.f,15-2051.00,2.A.1.f,Science,0.085714,2.0,1.5,0.4,0.214286,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.2.a,15-2051.00,2.A.2.a,Critical Thinking,0.478429,3.94,4.25,0.788,0.607143,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.2.b,15-2051.00,2.A.2.b,Active Learning,0.435,3.75,4.06,0.75,0.58,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.2.c,15-2051.00,2.A.2.c,Learning Strategies,0.2625,2.94,3.125,0.588,0.446429,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.A.2.d,15-2051.00,2.A.2.d,Monitoring,0.354813,3.37,3.685,0.674,0.526429,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.a,15-2051.00,2.B.1.a,Social Perceptiveness,0.273429,3.0,3.19,0.6,0.455714,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.b,15-2051.00,2.B.1.b,Coordination,0.290746,3.19,3.19,0.638,0.455714,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.c,15-2051.00,2.B.1.c,Persuasion,0.226004,2.815,2.81,0.563,0.401429,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.d,15-2051.00,2.B.1.d,Negotiation,0.187857,2.5,2.63,0.5,0.375714,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.e,15-2051.00,2.B.1.e,Instructing,0.289286,3.0,3.375,0.6,0.482143,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.1.f,15-2051.00,2.B.1.f,Service Orientation,0.221179,2.815,2.75,0.563,0.392857,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.2.i,15-2051.00,2.B.2.i,Complex Problem Solving,0.362183,3.44,3.685,0.688,0.526429,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.a,15-2051.00,2.B.3.a,Operations Analysis,0.165357,2.315,2.5,0.463,0.357143,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.b,15-2051.00,2.B.3.b,Technology Design,0.054401,1.685,1.13,0.337,0.161429,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.c,15-2051.00,2.B.3.c,Equipment Selection,0.030857,1.44,0.75,0.288,0.107143,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.d,15-2051.00,2.B.3.d,Installation,0.0,1.0,0.0,0.2,0.0,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.e,15-2051.00,2.B.3.e,Programming,0.251357,2.875,3.06,0.575,0.437143,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.g,15-2051.00,2.B.3.g,Operations Monitoring,0.086246,1.935,1.56,0.387,0.222857,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.h,15-2051.00,2.B.3.h,Operation and Control,0.036442,1.565,0.815,0.313,0.116429,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.j,15-2051.00,2.B.3.j,Equipment Maintenance,0.0,1.0,0.0,0.2,0.0,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.k,15-2051.00,2.B.3.k,Troubleshooting,0.011603,1.31,0.31,0.262,0.044286,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.l,15-2051.00,2.B.3.l,Repairing,0.0,1.0,0.0,0.2,0.0,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.3.m,15-2051.00,2.B.3.m,Quality Control Analysis,0.128571,2.25,2.0,0.45,0.285714,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.4.e,15-2051.00,2.B.4.e,Judgment and Decision Making,0.373924,3.435,3.81,0.687,0.544286,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.4.g,15-2051.00,2.B.4.g,Systems Analysis,0.324415,3.185,3.565,0.637,0.509286,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.4.h,15-2051.00,2.B.4.h,Systems Evaluation,0.317794,3.12,3.565,0.624,0.509286,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.5.a,15-2051.00,2.B.5.a,Time Management,0.301786,3.25,3.25,0.65,0.464286,1,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.5.b,15-2051.00,2.B.5.b,Management of Financial Resources,0.080571,1.88,1.5,0.376,0.214286,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.5.c,15-2051.00,2.B.5.c,Management of Material Resources,0.071304,1.815,1.375,0.363,0.196429,0,"15-2051.01,15-2051.02"
occupation:15-2051.00,skill:2.B.5.d,15-2051.00,2.B.5.d,Management of Personnel Resources,0.196754,2.56,2.69,0.512,0.384286,0,"15-2051.01,15-2051.02"
