user_id,2.A.1.a,2.A.1.b,2.A.1.c,2.A.1.d,2.A.1.e,2.A.1.f,2.A.2.a,2.A.2.b,2.A.2.c,2.A.2.d,2.B.1.a,2.B.1.b,2.B.1.c,2.B.1.d,2.B.1.e,2.B.1.f,2.B.2.i,2.B.3.a,2.B.3.b,2.B.3.c,2.B.3.d,2.B.3.e,2.B.3.g,2.B.3.h,2.B.3.j,2.B.3.k,2.B.3.l,2.B.3.m,2.B.4.e,2.B.4.g,2.B.4.h,2.B.5.a,2.B.5.b,2.B.5.c,2.B.5.d
u153,0.562911,0.537151,0.565003,0.552371,0.398568,0.401063,0.634874,0.592593,0.515188,0.521354,0.456944,0.543873,0.510119,0.381153,0.546909,0.476295,0.607753,0.649882,0.400373,0.364626,0.29097,0.743115,0.438716,0.230454,0.261469,0.409371,0.203023,0.380757,0.632085,0.605033,0.531303,0.464035,0.324581,0.404012,0.363425
u154,0.646688,0.673124,0.669851,0.571365,0.449862,0.285819,0.620807,0.566389,0.451898,0.609067,0.565361,0.506843,0.511851,0.52989,0.510753,0.483074,0.634384,0.535252,0.521416,0.264064,0.160464,0.597179,0.317446,0.315212,0.283106,0.195553,0.134594,0.266748,0.651851,0.600526,0.615219,0.573087,0.254045,0.318421,0.391829
u155,0.702748,0.616607,0.661115,0.700154,0.889016,0.582459,0.659745,0.723253,0.587234,0.52814,0.371762,0.511837,0.522497,0.409,0.572346,0.481967,0.677929,0.778626,0.147506,0.182189,0.239775,0.399135,0.297179,0.27908,0.272194,0.237623,0.233314,0.36464,0.696917,0.610819,0.609642,0.610765,0.25936,0.345102,0.400426
u156,0.70785,0.672667,0.643222,0.654076,0.654772,0.297755,0.716903,0.640673,0.443777,0.595743,0.483406,0.548987,0.40985,0.451405,0.486789,0.418295,0.590547,0.419241,0.301663,0.333075,0.304971,0.476164,0.267244,0.31278,0.180535,0.34446,0.312268,0.332988,0.601113,0.576141,0.614913,0.598485,0.276793,0.238732,0.411629
u157,0.736101,0.711726,0.602138,0.666834,0.540138,0.343151,0.640411,0.614138,0.510279,0.634033,0.520785,0.56494,0.428303,0.330445,0.513396,0.586231,0.600048,0.602913,0.515459,0.389632,0.322164,0.625257,0.535292,0.435303,0.365031,0.631205,0.275757,0.532691,0.606581,0.653869,0.700747,0.534633,0.355473,0.298445,0.552988
u158,0.774125,0.677939,0.645372,0.636665,0.441966,0.254797,0.613631,0.523719,0.515746,0.604091,0.34112,0.401852,0.373438,0.442197,0.513995,0.414894,0.529353,0.333467,0.309295,0.299851,0.234757,0.37744,0.576992,0.186987,0.306434,0.296895,0.267608,0.500997,0.606107,0.562317,0.56585,0.510523,0.196792,0.324783,0.405892
u159,0.715221,0.572901,0.571799,0.608507,0.671596,0.350968,0.672094,0.618892,0.440362,0.634861,0.528202,0.540379,0.464642,0.305844,0.607269,0.429951,0.644285,0.527371,0.416296,0.317619,0.296156,0.665844,0.462702,0.327383,0.285064,0.309701,0.284469,0.360362,0.661806,0.520059,0.598331,0.477456,0.290378,0.291156,0.410441
u160,0.719659,0.599848,0.60914,0.565601,0.50377,0.303253,0.674565,0.510562,0.40091,0.639919,0.421267,0.421947,0.441821,0.420755,0.527981,0.570131,0.690085,0.621638,0.545001,0.122683,0.295406,0.607201,0.344254,0.312326,0.223005,0.358036,0.369224,0.374585,0.650506,0.602625,0.59374,0.498855,0.304874,0.282613,0.373676
u161,0.582259,0.605448,0.553633,0.506771,0.614333,0.385066,0.664836,0.617204,0.581985,0.649466,0.546483,0.520186,0.433469,0.49961,0.535268,0.502607,0.642764,0.536327,0.448466,0.479076,0.377173,0.627012,0.658944,0.560915,0.583162,0.670393,0.571857,0.576344,0.711631,0.662121,0.734119,0.55929,0.305264,0.416769,0.580698
u162,0.629875,0.575808,0.461083,0.553108,0.558728,0.339756,0.570888,0.514541,0.364687,0.559003,0.561672,0.470487,0.441727,0.377016,0.44636,0.389673,0.648443,0.597428,0.42072,0.261709,0.257404,0.779455,0.319408,0.223332,0.27656,0.358576,0.269427,0.511879,0.545175,0.550559,0.578059,0.522331,0.244983,0.34086,0.303171
u163,0.67117,0.654223,0.573226,0.574499,0.486735,0.24757,0.63948,0.538686,0.48909,0.59895,0.543527,0.443,0.469062,0.468184,0.558864,0.436203,0.55367,0.260171,0.519994,0.164031,0.286036,0.231867,0.41966,0.252472,0.269609,0.381807,0.220953,0.216215,0.676452,0.594989,0.672942,0.558302,0.298046,0.333351,0.398171
u164,0.634988,0.664245,0.610095,0.672294,0.322411,0.45066,0.627003,0.499369,0.452641,0.523376,0.523059,0.466318,0.388084,0.353462,0.480284,0.456064,0.408339,0.563798,0.446264,0.337757,0.377307,0.652135,0.413379,0.22256,0.20073,0.403176,0.212848,0.601459,0.634957,0.492714,0.464009,0.577047,0.27483,0.254461,0.440498
u165,0.666854,0.58376,0.556244,0.581559,0.361671,0.393583,0.620746,0.508039,0.451558,0.565381,0.501828,0.484556,0.518823,0.44516,0.481924,0.526201,0.597408,0.790346,0.369012,0.276994,0.201893,0.689403,0.381691,0.252536,0.264271,0.417457,0.199134,0.463816,0.574417,0.555307,0.487464,0.467738,0.339718,0.299504,0.392611
u166,0.544202,0.626658,0.592605,0.58089,0.530567,0.244873,0.691516,0.628268,0.42284,0.555112,0.501191,0.552136,0.499645,0.51819,0.532335,0.38116,0.587103,0.533536,0.498403,0.276235,0.304206,0.673224,0.449171,0.145716,0.242456,0.249348,0.188656,0.365203,0.680601,0.61328,0.49737,0.576007,0.303,0.315499,0.441248
u167,0.684233,0.678234,0.613827,0.7004,0.743648,0.582506,0.693026,0.741022,0.561275,0.558875,0.357534,0.600723,0.464515,0.420636,0.493508,0.371063,0.724493,0.729367,0.387845,0.268638,0.278048,0.398356,0.251402,0.294263,0.270886,0.230905,0.267415,0.305946,0.718356,0.639361,0.705579,0.526203,0.433681,0.28859,0.355818
u168,0.7497,0.666092,0.549722,0.613356,0.586267,0.367288,0.624404,0.63347,0.483608,0.596754,0.571048,0.499993,0.43607,0.397753,0.516708,0.371536,0.674963,0.415568,0.229997,0.309447,0.303577,0.47456,0.297865,0.293821,0.171768,0.306697,0.163426,0.257846,0.634563,0.46855,0.534586,0.53873,0.327767,0.309686,0.47921
u169,0.810315,0.664862,0.549163,0.68763,0.535906,0.354879,0.742564,0.52185,0.466454,0.613949,0.454741,0.533948,0.460296,0.412439,0.614466,0.383058,0.66506,0.482585,0.544506,0.351532,0.248513,0.53262,0.479789,0.368048,0.225096,0.481064,0.300429,0.531063,0.594635,0.692286,0.665794,0.578343,0.347402,0.384086,0.403479
u170,0.724752,0.581525,0.624947,0.631348,0.350461,0.179752,0.667225,0.563111,0.598556,0.62524,0.404128,0.575717,0.435804,0.435734,0.42469,0.419651,0.592209,0.333321,0.334941,0.292042,0.238006,0.366143,0.59823,0.245018,0.226852,0.307993,0.206665,0.507895,0.5747,0.527861,0.510721,0.521213,0.268018,0.298152,0.432817
u171,0.599871,0.663558,0.63546,0.629414,0.58655,0.301195,0.642747,0.693872,0.655534,0.585183,0.451583,0.5066,0.432979,0.382725,0.518401,0.414518,0.681838,0.539143,0.395507,0.284884,0.241088,0.644073,0.52925,0.221373,0.27003,0.350616,0.229643,0.408068,0.58992,0.556333,0.489091,0.429012,0.298524,0.338421,0.49813
u172,0.620141,0.628511,0.608244,0.631053,0.45362,0.279439,0.617696,0.584346,0.453399,0.590452,0.491633,0.485469,0.403561,0.433303,0.60311,0.450031,0.675765,0.538854,0.519302,0.258774,0.254061,0.68345,0.394534,0.23662,0.17477,0.345011,0.196036,0.311037,0.718544,0.673732,0.644667,0.533712,0.253976,0.245001,0.426314
u173,0.71936,0.645837,0.630326,0.642443,0.636335,0.298847,0.675435,0.599214,0.515042,0.604388,0.463313,0.499353,0.45357,0.516996,0.597392,0.480873,0.675126,0.57173,0.459351,0.476689,0.283941,0.549062,0.553775,0.532612,0.56898,0.674596,0.564903,0.635414,0.643528,0.648118,0.705915,0.467814,0.385123,0.39119,0.551256
u174,0.578832,0.631231,0.575385,0.535325,0.550546,0.471268,0.635861,0.451232,0.389814,0.565965,0.563773,0.410068,0.495737,0.394117,0.393573,0.317067,0.665643,0.558791,0.412652,0.23951,0.316528,0.84505,0.363972,0.231113,0.301644,0.296577,0.266423,0.600808,0.566336,0.630082,0.544525,0.545093,0.345107,0.31253,0.426915
u175,0.700283,0.650111,0.627995,0.541399,0.497613,0.254306,0.636324,0.67603,0.41607,0.507434,0.464719,0.537387,0.425842,0.455378,0.517038,0.368709,0.593543,0.28926,0.563821,0.203311,0.263814,0.220309,0.413629,0.302602,0.233261,0.405447,0.231666,0.199213,0.60297,0.642672,0.630232,0.606156,0.195198,0.259813,0.487418
u176,0.680662,0.62381,0.630096,0.70672,0.412982,0.436356,0.66814,0.545251,0.468566,0.578932,0.323315,0.538328,0.459479,0.430042,0.485079,0.46749,0.543364,0.574866,0.517381,0.244484,0.310375,0.654886,0.357594,0.331998,0.261405,0.37642,0.234426,0.621275,0.54614,0.636284,0.571591,0.49668,0.336769,0.259024,0.327089
u177,0.63418,0.648123,0.519751,0.517767,0.387374,0.289593,0.584194,0.613989,0.460185,0.510688,0.390809,0.531549,0.567265,0.376854,0.539156,0.503747,0.687635,0.712046,0.3479,0.312029,0.282533,0.667822,0.436323,0.26107,0.264312,0.3925,0.278465,0.445449,0.652917,0.579281,0.578643,0.449433,0.323953,0.394121,0.379675
u178,0.638265,0.659816,0.594421,0.638236,0.519152,0.188792,0.565723,0.622671,0.519465,0.545903,0.483877,0.437494,0.49323,0.521509,0.453283,0.43434,0.533393,0.434698,0.486025,0.184507,0.24853,0.710322,0.439968,0.200469,0.247672,0.232277,0.27897,0.294706,0.623892,0.568335,0.518392,0.508622,0.246054,0.393925,0.481369
u179,0.75005,0.614567,0.620578,0.717628,0.8458,0.502331,0.691478,0.687416,0.465067,0.543377,0.497031,0.584186,0.406147,0.407925,0.45074,0.388308,0.773727,0.667692,0.247895,0.198725,0.208041,0.452574,0.274657,0.235109,0.272814,0.259572,0.259466,0.266061,0.710036,0.625388,0.711219,0.492383,0.236346,0.236507,0.451164
u180,0.63115,0.69753,0.708113,0.712861,0.603591,0.285649,0.71288,0.602523,0.538711,0.554209,0.50487,0.544749,0.378155,0.408149,0.548364,0.469097,0.610468,0.29584,0.319877,0.216894,0.236735,0.574711,0.351071,0.294642,0.242914,0.146578,0.180745,0.381333,0.601666,0.542273,0.489073,0.573749,0.247485,0.258527,0.417224
u181,0.648187,0.760451,0.654323,0.724856,0.5421,0.450606,0.671033,0.73016,0.507914,0.652368,0.571199,0.519198,0.425706,0.447385,0.596322,0.568785,0.687889,0.655178,0.571453,0.368308,0.272393,0.662019,0.469475,0.405366,0.341896,0.608326,0.240944,0.511433,0.601531,0.647467,0.71032,0.564508,0.374082,0.323295,0.417621
u182,0.691167,0.591938,0.512191,0.590447,0.431295,0.294616,0.65944,0.631378,0.570747,0.5801,0.396256,0.562286,0.444681,0.389003,0.56307,0.48631,0.599379,0.330658,0.373678,0.375163,0.264934,0.407656,0.527414,0.260747,0.240081,0.356273,0.27602,0.578201,0.649227,0.47306,0.575489,0.461599,0.226413,0.314181,0.360501
u183,0.670243,0.687214,0.590899,0.599284,0.465263,0.260876,0.612356,0.638756,0.50416,0.627468,0.450486,0.533452,0.420221,0.371379,0.624324,0.417695,0.76167,0.511954,0.34712,0.246698,0.268521,0.622197,0.404399,0.299973,0.359997,0.341206,0.181069,0.328283,0.727926,0.662019,0.582195,0.406748,0.331763,0.330158,0.391076
u184,0.802514,0.614282,0.639707,0.551545,0.517199,0.338396,0.556859,0.534517,0.497717,0.550471,0.524673,0.583348,0.360396,0.400788,0.518391,0.571658,0.687169,0.677081,0.489172,0.184694,0.296903,0.675099,0.345845,0.416863,0.221793,0.314551,0.346661,0.384951,0.60635,0.550463,0.603779,0.539571,0.266066,0.257589,0.386293
u185,0.686247,0.673043,0.574968,0.621179,0.499344,0.366392,0.602307,0.602129,0.611346,0.636799,0.482784,0.466702,0.452493,0.414844,0.576014,0.511472,0.609854,0.575205,0.424097,0.587621,0.327091,0.620441,0.544924,0.525273,0.567226,0.527729,0.526659,0.568439,0.622912,0.592449,0.724289,0.58377,0.383187,0.466702,0.539203
u186,0.573624,0.692585,0.617233,0.587609,0.582203,0.398584,0.675957,0.55974,0.403053,0.524997,0.556625,0.462465,0.497036,0.332127,0.366677,0.348481,0.682474,0.554868,0.432183,0.22502,0.237999,0.766675,0.322381,0.227972,0.227792,0.322591,0.288408,0.5136,0.602581,0.557959,0.586169,0.538392,0.297634,0.27393,0.401316
u187,0.607126,0.583569,0.541484,0.571358,0.425653,0.259918,0.673113,0.658125,0.401259,0.505637,0.529877,0.4813,0.450372,0.47516,0.495593,0.487606,0.505935,0.261845,0.534341,0.29067,0.200635,0.219102,0.350028,0.281899,0.206041,0.457928,0.34241,0.311193,0.653996,0.637333,0.698536,0.49345,0.326592,0.237784,0.393239
u188,0.701709,0.60223,0.693372,0.703454,0.462665,0.479988,0.69401,0.598532,0.431271,0.59043,0.491232,0.503052,0.379644,0.456289,0.369466,0.421608,0.568806,0.500721,0.305506,0.291253,0.363117,0.634596,0.394583,0.266524,0.157943,0.402768,0.237669,0.580161,0.550745,0.544559,0.518211,0.479736,0.240813,0.235547,0.383516
u189,0.649998,0.59283,0.530546,0.546814,0.469013,0.374566,0.618947,0.593943,0.529679,0.656056,0.438795,0.533251,0.422502,0.460444,0.486904,0.398305,0.624687,0.67057,0.400629,0.327111,0.269877,0.68033,0.297033,0.270472,0.211572,0.41708,0.261948,0.527563,0.589098,0.579716,0.518375,0.434691,0.420259,0.301856,0.322635
u190,0.576371,0.661376,0.650284,0.497191,0.58648,0.267485,0.676415,0.648907,0.44311,0.595549,0.414433,0.603024,0.466551,0.559148,0.495771,0.430579,0.56819,0.506182,0.518695,0.24286,0.207475,0.719244,0.331617,0.287766,0.277834,0.248103,0.240814,0.323723,0.623908,0.535471,0.613818,0.53574,0.269921,0.33746,0.33627
u191,0.79183,0.737918,0.729577,0.742422,0.794071,0.549326,0.780628,0.699857,0.531402,0.502732,0.521034,0.545513,0.481063,0.459675,0.487224,0.3566,0.765764,0.657477,0.263207,0.246427,0.269934,0.440557,0.268925,0.21421,0.264061,0.259077,0.272374,0.27341,0.742008,0.698315,0.678548,0.477693,0.307299,0.26408,0.422665
u192,0.69083,0.679543,0.578888,0.660843,0.652501,0.324376,0.71718,0.647438,0.558554,0.531436,0.570274,0.506927,0.470773,0.406633,0.448982,0.491471,0.540797,0.287126,0.247818,0.225222,0.270142,0.548751,0.282019,0.29963,0.140663,0.183228,0.278333,0.348225,0.554656,0.572141,0.566077,0.512986,0.364003,0.275348,0.337497
u193,0.637252,0.6838,0.64878,0.674519,0.551688,0.292561,0.568424,0.668533,0.559532,0.610609,0.548525,0.554752,0.530762,0.421774,0.618218,0.503471,0.673765,0.542739,0.429177,0.388264,0.239342,0.657542,0.455051,0.417614,0.282874,0.535434,0.321514,0.509621,0.687265,0.651768,0.689423,0.553111,0.33208,0.219471,0.443767
u194,0.67575,0.601617,0.608664,0.52427,0.242612,0.356195,0.653387,0.582333,0.567112,0.634464,0.466835,0.436705,0.305605,0.431582,0.45125,0.521868,0.623834,0.332704,0.359741,0.315086,0.307219,0.355577,0.516385,0.223731,0.234893,0.264,0.292212,0.525693,0.545304,0.545334,0.583004,0.47581,0.272883,0.24615,0.400067
u195,0.611111,0.63892,0.591648,0.602459,0.574276,0.285677,0.687813,0.619814,0.52764,0.574926,0.460847,0.489297,0.437622,0.331826,0.529344,0.458041,0.703293,0.613123,0.389273,0.243153,0.167101,0.667768,0.317599,0.307798,0.327068,0.492406,0.271541,0.410019,0.609251,0.574174,0.560734,0.423267,0.409395,0.381177,0.43085
u196,0.612098,0.61625,0.663104,0.609349,0.590824,0.286848,0.631579,0.609969,0.407972,0.492992,0.481024,0.562308,0.459156,0.486794,0.559694,0.464619,0.767259,0.614526,0.471333,0.205141,0.315576,0.630782,0.352466,0.261306,0.314676,0.23296,0.225285,0.243805,0.605093,0.587508,0.645911,0.578583,0.266164,0.295145,0.473286
u197,0.687762,0.671745,0.576849,0.536516,0.522233,0.373662,0.677823,0.593948,0.587622,0.649817,0.536107,0.530718,0.491259,0.349087,0.528339,0.567976,0.633168,0.565942,0.468375,0.473259,0.401656,0.643137,0.615017,0.569327,0.498297,0.706401,0.60405,0.630442,0.701706,0.683009,0.611629,0.590045,0.282612,0.449906,0.419141
u198,0.645347,0.610824,0.620537,0.534781,0.523386,0.355846,0.633534,0.479248,0.370354,0.509431,0.557307,0.443134,0.399369,0.378164,0.360704,0.402613,0.701521,0.609948,0.482297,0.272868,0.263107,0.949427,0.375866,0.262041,0.28047,0.260631,0.217934,0.584316,0.584194,0.563572,0.577499,0.526157,0.341153,0.24615,0.422846
u199,0.69779,0.664107,0.523843,0.529317,0.540038,0.270448,0.647951,0.677104,0.456124,0.515357,0.562949,0.56551,0.484764,0.481479,0.443943,0.492945,0.611886,0.233599,0.666787,0.186794,0.27418,0.228604,0.364209,0.233617,0.301109,0.385366,0.271642,0.245509,0.725248,0.609838,0.611994,0.601558,0.283559,0.276749,0.427033
u200,0.729434,0.67094,0.549281,0.592272,0.37079,0.473211,0.627567,0.529141,0.375831,0.672506,0.423588,0.434345,0.409244,0.365317,0.459484,0.483107,0.496982,0.589352,0.47013,0.325345,0.299566,0.582333,0.452784,0.289591,0.294189,0.464171,0.285073,0.630248,0.500112,0.47566,0.541312,0.544426,0.283171,0.199975,0.40135
u201,0.714513,0.679475,0.525287,0.485837,0.423594,0.391369,0.657918,0.56248,0.496053,0.556115,0.365508,0.405679,0.420453,0.466702,0.496899,0.474805,0.615925,0.748027,0.413816,0.386818,0.248751,0.636018,0.37698,0.24869,0.248048,0.240931,0.15277,0.394943,0.499346,0.536016,0.515233,0.362091,0.341428,0.232984,0.349862
u202,0.682324,0.612688,0.625834,0.611525,0.562984,0.339995,0.592436,0.595817,0.474901,0.572583,0.601578,0.56164,0.498979,0.398539,0.541383,0.327781,0.561031,0.605171,0.514321,0.248171,0.244959,0.688201,0.447777,0.213546,0.191082,0.177555,0.227242,0.289236,0.676673,0.570852,0.578524,0.573832,0.320837,0.323379,0.438604
u203,0.748864,0.799664,0.65513,0.745334,0.893651,0.527825,0.719912,0.704049,0.559489,0.491732,0.451899,0.499213,0.483567,0.322367,0.548917,0.456812,0.733225,0.705782,0.209346,0.17509,0.252327,0.468455,0.307806,0.305403,0.225033,0.319234,0.247748,0.303306,0.767175,0.622909,0.715594,0.512051,0.329575,0.244129,0.334249
u204,0.705424,0.633508,0.592986,0.691784,0.600518,0.371801,0.737272,0.61571,0.513392,0.571956,0.579771,0.600856,0.43834,0.345495,0.502689,0.512769,0.606978,0.44977,0.220122,0.304395,0.24598,0.530203,0.397346,0.380915,0.342608,0.27441,0.286016,0.421302,0.623478,0.544194,0.471831,0.645423,0.304258,0.270342,0.461224
u205,0.654835,0.637455,0.644821,0.632138,0.516081,0.21594,0.681836,0.682716,0.512297,0.721979,0.478348,0.512048,0.3492,0.416024,0.425111,0.546231,0.59158,0.593228,0.4698,0.322617,0.272893,0.615764,0.576893,0.371926,0.277938,0.589914,0.289691,0.51901,0.675022,0.633584,0.709405,0.588416,0.2732,0.328872,0.436334
u206,0.755076,0.684076,0.649219,0.660388,0.371853,0.314609,0.617709,0.544262,0.534255,0.63549,0.425761,0.484909,0.448527,0.432292,0.49532,0.51584,0.584399,0.316109,0.357229,0.296366,0.263854,0.390991,0.593798,0.281508,0.223524,0.274784,0.269757,0.55168,0.60833,0.551334,0.547527,0.480914,0.158063,0.253325,0.402178
u207,0.639851,0.574214,0.477064,0.700376,0.568937,0.345749,0.681683,0.675736,0.518212,0.515302,0.539372,0.526549,0.396289,0.299115,0.672133,0.489897,0.643926,0.581872,0.412493,0.321933,0.281862,0.627122,0.390275,0.309586,0.224556,0.352421,0.256764,0.420074,0.703382,0.533232,0.50386,0.539983,0.263831,0.341778,0.500716
u208,0.70403,0.675631,0.631098,0.598291,0.500386,0.261672,0.691736,0.511309,0.413153,0.593709,0.517319,0.510971,0.392038,0.471305,0.562181,0.534631,0.626502,0.58652,0.449623,0.278133,0.266452,0.661093,0.369115,0.298497,0.246814,0.329337,0.289591,0.349841,0.682161,0.612782,0.568641,0.430843,0.307131,0.353303,0.398409
u209,0.631884,0.606449,0.598426,0.62349,0.54481,0.397441,0.63527,0.534053,0.497857,0.686947,0.533508,0.585628,0.398549,0.419327,0.515917,0.505425,0.696586,0.576635,0.398354,0.64607,0.304764,0.557719,0.537808,0.611596,0.521089,0.676171,0.520977,0.574732,0.596364,0.657216,0.641801,0.514754,0.463956,0.420086,0.531979
u210,0.60895,0.604832,0.560594,0.582794,0.48543,0.492916,0.636038,0.601862,0.426745,0.619222,0.497379,0.491785,0.415473,0.345918,0.446367,0.37703,0.681448,0.546514,0.386091,0.239539,0.225184,0.919808,0.385984,0.373778,0.260415,0.354257,0.217973,0.58457,0.583779,0.597581,0.575789,0.43294,0.252462,0.369447,0.406544
u211,0.626607,0.695349,0.53044,0.607077,0.539996,0.219348,0.679938,0.571485,0.420797,0.60968,0.540357,0.494275,0.442966,0.380211,0.486776,0.453931,0.538498,0.208952,0.652604,0.227133,0.298865,0.251851,0.403152,0.32111,0.290347,0.431449,0.303953,0.291173,0.603255,0.644038,0.664109,0.502162,0.23207,0.279992,0.358745
u212,0.694667,0.684712,0.665209,0.608943,0.427414,0.391601,0.72605,0.523716,0.484825,0.633548,0.336937,0.597142,0.424347,0.331392,0.324672,0.39745,0.59465,0.548395,0.431667,0.308627,0.262405,0.68509,0.413876,0.335325,0.301229,0.425096,0.239905,0.534967,0.514729,0.487323,0.519182,0.5789,0.317089,0.322719,0.322148
u213,0.618211,0.578146,0.558,0.610517,0.443397,0.300096,0.647658,0.656859,0.539563,0.574265,0.417378,0.498869,0.495067,0.42576,0.446174,0.461916,0.550542,0.714718,0.355463,0.331192,0.226558,0.723817,0.378957,0.279394,0.222602,0.352461,0.191344,0.464785,0.614654,0.543324,0.511446,0.397573,0.225386,0.331838,0.382042
u214,0.579631,0.643419,0.594453,0.562715,0.557197,0.260594,0.695251,0.610427,0.483413,0.592549,0.532576,0.60316,0.524198,0.465893,0.601352,0.39325,0.600216,0.448623,0.513644,0.31709,0.245422,0.670752,0.333398,0.163755,0.242657,0.263586,0.193116,0.325642,0.650662,0.500887,0.555563,0.547524,0.31827,0.330053,0.410919
u215,0.612395,0.623516,0.667611,0.669702,0.830668,0.565384,0.705038,0.720133,0.505125,0.432349,0.367225,0.45275,0.512923,0.349931,0.482594,0.428663,0.688052,0.744889,0.305595,0.190129,0.241279,0.356354,0.303194,0.305726,0.23985,0.286475,0.244767,0.281175,0.654665,0.718577,0.7118,0.596188,0.273193,0.2896,0.381791
u216,0.718259,0.616114,0.768536,0.684651,0.605123,0.254943,0.618938,0.565619,0.560911,0.544868,0.486567,0.436655,0.476302,0.468128,0.553479,0.380562,0.579431,0.44075,0.293615,0.191785,0.3362,0.532121,0.356805,0.307599,0.28033,0.224646,0.201543,0.408564,0.557607,0.639424,0.602044,0.562761,0.385376,0.301945,0.437335
u217,0.750188,0.69867,0.606446,0.714145,0.540358,0.401924,0.639455,0.720425,0.552857,0.638395,0.523778,0.543981,0.413175,0.38646,0.518228,0.531441,0.682982,0.580248,0.498063,0.339572,0.251804,0.614685,0.452482,0.32559,0.308448,0.618631,0.25546,0.503924,0.688123,0.596498,0.59876,0.579791,0.339647,0.371937,0.484591
u218,0.646863,0.647792,0.570426,0.597531,0.255732,0.351525,0.583902,0.673581,0.480307,0.48723,0.481104,0.550389,0.416036,0.461247,0.449602,0.477587,0.556903,0.512513,0.339346,0.308815,0.25136,0.393335,0.503434,0.17494,0.36098,0.315113,0.262279,0.516311,0.543607,0.568559,0.56208,0.517057,0.25568,0.219885,0.421905
u219,0.628571,0.610024,0.529254,0.641523,0.582292,0.333312,0.631472,0.654053,0.578177,0.639486,0.483785,0.589451,0.343756,0.355164,0.562117,0.462304,0.701149,0.482773,0.364177,0.224939,0.281352,0.530726,0.435871,0.309063,0.236304,0.392242,0.241453,0.414656,0.651381,0.546589,0.550271,0.39548,0.286386,0.369391,0.443512
u220,0.74252,0.595973,0.609911,0.52542,0.430635,0.319852,0.595498,0.547976,0.401703,0.533508,0.49854,0.526029,0.430726,0.49888,0.529439,0.533529,0.579192,0.56775,0.484168,0.288913,0.263781,0.585505,0.345832,0.352787,0.230367,0.306257,0.207342,0.316652,0.637602,0.708714,0.591674,0.499265,0.242301,0.201288,0.313124
u221,0.705535,0.69167,0.590703,0.644298,0.581192,0.386905,0.685855,0.674409,0.553215,0.66146,0.570021,0.496901,0.46136,0.411274,0.495471,0.551353,0.682538,0.500439,0.482488,0.502475,0.329742,0.612584,0.627358,0.446747,0.620917,0.651663,0.533469,0.556522,0.648125,0.642543,0.720068,0.554677,0.305323,0.415041,0.513921
u222,0.544678,0.65149,0.527745,0.543861,0.636952,0.45974,0.63946,0.571817,0.349041,0.532154,0.571686,0.429178,0.306969,0.259301,0.489671,0.470204,0.68767,0.614148,0.546201,0.28728,0.247136,0.88653,0.385794,0.336894,0.176202,0.29198,0.286439,0.582518,0.597112,0.52653,0.617249,0.51058,0.284404,0.370619,0.404897
u223,0.649599,0.553641,0.608699,0.637471,0.561895,0.275116,0.647693,0.601532,0.502153,0.55781,0.520013,0.490313,0.387125,0.43594,0.513599,0.332599,0.64851,0.192497,0.565572,0.274363,0.266703,0.201566,0.397606,0.266372,0.30734,0.309362,0.236806,0.260404,0.558752,0.654246,0.574317,0.474054,0.275125,0.261839,0.381778
u224,0.694699,0.720151,0.612513,0.654612,0.412661,0.428656,0.65448,0.573475,0.39241,0.58583,0.345946,0.519453,0.352386,0.357989,0.430472,0.454532,0.487254,0.533342,0.456204,0.31574,0.234702,0.684327,0.467248,0.324319,0.273716,0.518128,0.256666,0.586629,0.512695,0.55257,0.569922,0.516871,0.261559,0.283309,0.341898
u225,0.630149,0.604161,0.552484,0.519093,0.456944,0.413099,0.638059,0.614371,0.473739,0.570049,0.492959,0.498023,0.591239,0.452137,0.524951,0.44031,0.609594,0.677301,0.389847,0.313128,0.29675,0.752103,0.367449,0.286511,0.321756,0.368434,0.266937,0.403167,0.544403,0.479283,0.450706,0.356035,0.305141,0.311,0.393664
u226,0.665675,0.536508,0.567076,0.699838,0.499698,0.236194,0.693121,0.629691,0.440481,0.623487,0.540085,0.554047,0.481219,0.528389,0.509692,0.448265,0.592785,0.552814,0.47058,0.309651,0.284498,0.762175,0.258492,0.275214,0.237024,0.145516,0.242376,0.281958,0.573335,0.580029,0.508113,0.564563,0.248173,0.262872,0.423129
u227,0.736663,0.762112,0.694518,0.70702,0.90852,0.536415,0.634902,0.613647,0.47447,0.51973,0.327593,0.543321,0.56202,0.370311,0.527179,0.391726,0.83054,0.694647,0.279189,0.280408,0.155124,0.428717,0.269765,0.177433,0.209114,0.27709,0.292062,0.17881,0.735113,0.628568,0.737837,0.556011,0.291528,0.311974,0.389295
u228,0.668483,0.693589,0.616381,0.570972,0.60659,0.340296,0.724828,0.676592,0.473928,0.559255,0.461035,0.531222,0.401199,0.511041,0.5115,0.509526,0.567018,0.4258,0.291419,0.288579,0.226727,0.48084,0.258986,0.309536,0.170686,0.2261,0.294303,0.337301,0.604644,0.581591,0.654485,0.547058,0.308378,0.260395,0.425335
u229,0.625584,0.644921,0.585079,0.749556,0.550485,0.31665,0.697389,0.716982,0.402367,0.614487,0.517892,0.517022,0.419276,0.447123,0.554059,0.583743,0.643173,0.510761,0.454783,0.318856,0.322514,0.527375,0.477128,0.393731,0.285335,0.615106,0.359087,0.617881,0.731407,0.528372,0.712202,0.556602,0.385655,0.369075,0.510426
